page_id,url,title,title_length,is_https,images_without_alt_count,content_type,page_link_count,duplicate_content_flag,status_code,meta_description,load_time,h2_count,broken_link_count,audit_id,h1_count,crawl_depth,h2,image_link_count,h1,external_link_count,has_structured_data,internal_link_count,is_mobile_friendly,meta_description_length,has_meta_keywords,title_count
2541,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-noir-xxl/118395-21-XXL.html?dwvar_118395-21-XXL_size=XXL&currency=AUD&source=detail&dwvar_118395-21-XXL_color=noir&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Noir features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,98,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$149.00
$199.00
$149.00",109,Gibbston Bay Knit · Noir XXL,0,False,0,False,151,True,1
2542,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=LG&dwvar_009019_color=CHARCOAL-MARLE&source=detail,Ferndale Knit,13,True,0,,,,200, ,,7,,38,1,98,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information",123,Ferndale Knit · Charcoal Marle LG,0,False,0,False,1,True,1
2543,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=ME&dwvar_009019_color=CHARCOAL-MARLE&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,98,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$179.00
$199.00
$179.00",126,Ferndale Knit · Charcoal Marle ME,0,False,0,False,1,True,1
2544,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-midnight-xxxl/118395-20-XXXL.html?dwvar_118395-20-XXXL_size=XXXL&dwvar_118395-20-XXXL_color=MIDNIGHT&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$149.00
$179.00
$199.00",119,Gibbston Bay Knit · Midnight XXXL,0,False,0,False,155,True,1
2545,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-midnight-xxl/118395-20-XXL.html?dwvar_118395-20-XXL_size=XXL&currency=AUD&source=detail&dwvar_118395-20-XXL_color=MIDNIGHT&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$149.00
$179.00
$149.00",120,Gibbston Bay Knit · Midnight XXL,0,False,0,False,155,True,1
2546,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_color=OCEAN&dwvar_009019_size=LG&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,99,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$149.00
$179.00
$179.00",106,Ferndale Knit · Ocean LG,0,False,0,False,1,True,1
2547,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_color=OCEAN&dwvar_009019_size=XL&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,99,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$199.00",108,Ferndale Knit · Ocean XL,0,False,0,False,1,True,1
2548,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_color=OCEAN&dwvar_009019_size=ME&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,99,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$199.00",108,Ferndale Knit · Ocean ME,0,False,0,False,1,True,1
2549,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit%2Feclipse-xxl/118395-15-XXL.html?dwvar_118395-15-XXL_color=ECLIPSE&currency=AUD&dwvar_118395-15-XXL_size=XXL&source=detail&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$149.00
$149.00
$149.00",117,Gibbston Bay Knit/Eclipse XXL,0,False,0,False,154,True,1
2550,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=XL&dwvar_118395_color=ECLIPSE&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$199.00
$149.00
$149.00",117,Gibbston Bay Knit/Eclipse XL,0,False,0,False,154,True,1
2551,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=LG&dwvar_118395_color=ECLIPSE&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$149.00",117,Gibbston Bay Knit/Eclipse LG,0,False,0,False,154,True,1
2552,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=ME&dwvar_118395_color=ECLIPSE&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$199.00
$199.00
$179.00",117,Gibbston Bay Knit/Eclipse ME,0,False,0,False,154,True,1
2553,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=SM&dwvar_118395_color=ECLIPSE&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$199.00",117,Gibbston Bay Knit/Eclipse SM,0,False,0,False,154,True,1
2554,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=XS&dwvar_118395_color=ECLIPSE&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$199.00",117,Gibbston Bay Knit/Eclipse XS,0,False,0,False,154,True,1
2555,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=XL&dwvar_118395_color=MIDNIGHT&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$149.00",120,Gibbston Bay Knit · Midnight XL,0,False,0,False,155,True,1
2556,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=SM&dwvar_009019_color=OCEAN&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,100,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$99.00",109,Ferndale Knit · Ocean SM,0,False,0,False,1,True,1
2557,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit%2Feclipse-lg/118395-15-LG.html?dwvar_118395-15-LG_size=LG&currency=AUD&source=detail&dwvar_118395-15-LG_color=ECLIPSE&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$199.00
$149.00
$179.00",117,Gibbston Bay Knit/Eclipse LG,0,False,0,False,154,True,1
2558,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit%2Feclipse-xl/118395-15-XL.html?dwvar_118395-15-XL_color=ECLIPSE&dwvar_118395-15-XL_size=XL&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$199.00
$149.00
$179.00",117,Gibbston Bay Knit/Eclipse XL,0,False,0,False,154,True,1
2559,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit%2Feclipse-me/118395-15-ME.html?currency=AUD&source=detail&dwvar_118395-15-ME_size=ME&dwvar_118395-15-ME_color=ECLIPSE&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$199.00
$149.00
$179.00",117,Gibbston Bay Knit/Eclipse ME,0,False,0,False,154,True,1
2560,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=XS&dwvar_009019_color=OCEAN&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,100,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$99.00",107,Ferndale Knit · Ocean XS,0,False,0,False,1,True,1
2561,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=LG&dwvar_118395_color=MIDNIGHT&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$179.00
$199.00",118,Gibbston Bay Knit · Midnight LG,0,False,0,False,155,True,1
2562,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit%2Feclipse-xs/118395-15-XS.html?dwvar_118395-15-XS_color=ECLIPSE&currency=AUD&source=detail&dwvar_118395-15-XS_size=XS&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$179.00",115,Gibbston Bay Knit/Eclipse XS,0,False,0,False,154,True,1
2563,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit%2Feclipse-sm/118395-15-SM.html?dwvar_118395-15-SM_size=SM&currency=AUD&source=detail&dwvar_118395-15-SM_color=ECLIPSE&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$179.00",115,Gibbston Bay Knit/Eclipse SM,0,False,0,False,154,True,1
2564,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=ME&dwvar_118395_color=MIDNIGHT&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$179.00
$199.00",118,Gibbston Bay Knit · Midnight ME,0,False,0,False,155,True,1
2565,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=SM&dwvar_118395_color=MIDNIGHT&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$149.00
$199.00
$179.00",118,Gibbston Bay Knit · Midnight SM,0,False,0,False,155,True,1
2566,https://www.roddandgunn.com/au/clothing/jumpers/view-hill-knit/009298-01.html,View Hill Knit,14,True,0,,,,200, ,,11,,38,1,101,"Details
$99.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$199.00",81,View Hill Knit,0,False,0,False,1,True,1
2567,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-midnight-xl/118395-20-XL.html?dwvar_118395-20-XL_size=XL&dwvar_118395-20-XL_color=MIDNIGHT&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$179.00
$179.00
$149.00",116,Gibbston Bay Knit · Midnight XL,0,False,0,False,155,True,1
2568,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-midnight-lg/118395-20-LG.html?dwvar_118395-20-LG_size=LG&currency=AUD&source=detail&dwvar_118395-20-LG_color=MIDNIGHT&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$179.00
$179.00
$149.00",116,Gibbston Bay Knit · Midnight LG,0,False,0,False,155,True,1
2569,https://www.roddandgunn.com/au/clothing/jumpers/phoenix-knit/009023-01.html,Phoenix Knit,12,True,0,,,,200, ,,11,,38,1,100,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$179.00",121,Phoenix Knit,0,False,0,False,1,True,1
2570,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-midnight-me/118395-20-ME.html?dwvar_118395-20-ME_size=ME&currency=AUD&source=detail&dwvar_118395-20-ME_color=MIDNIGHT&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$179.00
$179.00
$149.00",116,Gibbston Bay Knit · Midnight ME,0,False,0,False,155,True,1
2571,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=XS&dwvar_118395_color=MIDNIGHT&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,99,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$179.00
$179.00
$149.00",116,Gibbston Bay Knit · Midnight XS,0,False,0,False,155,True,1
2572,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=SM&dwvar_009019_color=CHARCOAL-MARLE&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,98,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$149.00",123,Ferndale Knit · Charcoal Marle SM,0,False,0,False,1,True,1
2573,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=XS&dwvar_009019_color=CHARCOAL-MARLE&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,98,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$149.00",123,Ferndale Knit · Charcoal Marle XS,0,False,0,False,1,True,1
2574,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_color=CHARCOAL-MARLE&vgid=009019-01,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,98,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$199.00",123,Ferndale Knit,0,False,0,False,1,True,1
2575,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-midnight-sm/118395-20-SM.html?dwvar_118395-20-SM_size=SM&dwvar_118395-20-SM_color=MIDNIGHT&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,100,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$149.00
$179.00
$179.00
$179.00",118,Gibbston Bay Knit · Midnight SM,0,False,0,False,155,True,1
2576,https://www.roddandgunn.com/au/Product-Variation?pid=009298&dwvar_009298_size=XXXL&dwvar_009298_color=MIDNIGHT&source=detail,View Hill Knit,14,True,0,,,,200, ,,11,,38,1,102,"Details
$99.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$199.00",81,View Hill Knit · Midnight XXXL,0,False,0,False,1,True,1
2577,https://www.roddandgunn.com/au/Product-Variation?pid=009298&dwvar_009298_size=XXL&dwvar_009298_color=MIDNIGHT&source=detail,View Hill Knit,14,True,0,,,,200, ,,11,,38,1,102,"Details
$99.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$179.00",81,View Hill Knit · Midnight XXL,0,False,0,False,1,True,1
